price,sqft_living,condition,grade
335000,1530,3,7
499000,1450,3,7
600000,2040,3,7
720000,2620,4,9
195000,1180,3,6
249000,1110,3,7
334000,1840,3,7
599950,2720,3,8
149900,1090,4,8
700000,1730,3,7
525000,1170,4,6
1049000,4740,4,10
402000,1960,4,7
450000,1430,3,7
520000,2510,3,8
205000,1420,5,7
635000,2680,3,9
210500,1220,5,7
406650,1070,3,6
350000,1580,4,7
425000,1820,3,7
798000,3590,3,10
180000,1960,2,5
1250000,3160,5,8
435000,2030,4,7
355000,1240,3,7
3000000,5370,3,10
685000,2670,5,9
311000,1640,4,7
305000,2130,4,7
675000,2550,4,7
769000,3630,4,8
430000,1690,5,7
516250,2390,4,7
760000,2350,5,7
579950,1420,3,8
476000,1570,4,8
510000,1600,4,7
205000,720,3,6
240000,1470,3,7
738000,2790,3,10
420000,1720,5,6
455000,1300,4,7
765000,2520,5,8
372000,1780,4,7
160000,1200,2,6
772000,2990,3,9
1125000,1910,4,9
479000,1370,3,7
570000,1910,3,8
350000,1170,3,6
353000,1250,3,8
699000,3340,3,10
265000,1380,4,7
167000,780,3,6
500000,2080,3,8
700000,1410,4,6
295000,520,3,6
1010000,3500,3,9
209000,840,5,6
276000,2240,4,7
380000,2100,3,8
315000,1750,3,7
685530,3130,3,9
254600,1470,4,7
230000,1440,4,6
335000,1430,3,8
550000,2170,3,7
123300,1150,4,7
275436,2170,3,7
325000,2630,3,7
635000,2490,3,9
513000,1710,4,7
580000,2130,3,8
225000,940,3,7
265000,1400,3,7
313000,1630,3,7
296000,1370,3,7
655500,2380,3,8
250750,2140,4,8
438000,1970,3,8
590000,2550,4,8
329500,1080,4,7
1195000,3070,3,10
415000,1470,3,6
900000,3620,3,10
378000,1050,3,7
474000,1050,5,6
464000,1320,3,7
310000,1210,4,7
580000,1860,5,7
999000,2830,4,8
510000,810,5,6
650000,1630,3,7
196000,880,4,7
220000,1660,3,6
855000,3440,3,10
483000,2110,4,8
400000,1060,3,7
435000,1900,3,8
219500,820,3,8
2950000,4860,3,12
427000,2050,3,7
430000,1090,3,7
685000,1090,3,7
495000,1920,3,7
299950,1870,3,7
390000,2690,3,7
385000,2160,4,7
740000,3000,3,9
991700,2290,3,9
765000,2250,4,9
802000,2130,4,8
950000,2500,4,8
392000,2300,3,7
590000,3360,3,8
425000,1920,2,7
765000,2440,4,8
313500,1440,4,7
320000,1780,4,6
604000,1490,3,8
570000,1400,3,8
639000,2150,4,8
335000,1910,4,7
896000,2660,4,8
259500,1650,3,7
637000,1980,4,7
307450,2690,3,8
535000,1380,4,7
669500,2500,4,7
259000,1590,3,7
441000,1100,1,7
228800,1470,3,7
530000,1680,3,8
524000,1450,4,6
430000,2020,5,8
1325000,2470,5,9
210000,1230,3,7
449000,1850,3,7
945000,2540,3,9
200450,970,3,6
219950,1070,3,6
659500,2620,4,8
746000,2110,5,8
540000,2110,3,8
485000,1910,3,7
202000,670,3,6
2525000,6930,4,11
502000,2010,3,8
279000,1770,3,8
409500,1340,4,7
453000,1660,3,7
367000,1820,3,6
550000,2510,3,9
273500,1560,3,7
505000,2280,3,7
770000,2650,3,9
565000,2470,3,8
316000,1270,5,7
160000,1520,3,7
170000,1310,3,7
235000,1310,3,7
1799000,3930,3,12
310000,990,3,7
285000,2080,4,7
280000,960,3,6
2298000,4070,3,10
763776,2750,3,9
530000,3230,3,8
362000,890,3,7
430000,990,3,6
456500,1290,4,7
445000,2170,3,7
386900,1330,3,7
479000,1340,4,7
525000,2200,3,8
272000,2520,3,7
517000,1180,3,7
615000,2660,4,8
439000,1250,3,7
716000,2270,4,10
308000,1080,4,7
800000,1620,4,8
575000,940,3,7
219950,1620,4,7
770000,2350,4,8
424950,2090,3,7
387000,1760,3,7
790000,2050,3,8
156000,600,3,5
580000,2540,5,8
490000,2090,3,8
950000,2700,3,9
400000,1410,3,8
325000,1170,3,8
365000,2540,3,9
255000,2190,4,7
985000,3890,3,9
595000,2030,3,7
427500,1350,5,7
728000,1940,3,8
549950,1260,3,7
650000,2800,3,7
1125000,3080,4,9
203000,840,5,6
311000,860,5,6
387500,2400,3,6
370000,1640,3,7
228000,1060,3,6
740000,2080,5,7
200000,2090,3,7
660000,1240,4,7
275000,2030,3,7
708000,1120,3,7
280000,1270,3,8
325000,2260,3,8
495000,1780,3,7
691000,1780,3,7
2288000,4080,4,11
329500,2120,5,7
348000,2060,3,9
425000,1670,4,7
210000,1080,3,6
285000,1210,3,6
222000,990,3,6
200000,1720,3,7
247500,1530,3,7
1500000,6550,3,11
190000,1100,3,6
975000,3020,4,9
1130000,3180,4,9
283200,1830,4,8
650000,2540,4,8
449500,1770,4,7
400000,1470,3,7
89950,570,3,5
158800,960,3,6
870000,2940,3,9
196000,1000,3,6
850000,2450,5,8
775000,3310,3,9
483500,1670,3,8
387000,1620,3,7
900000,2990,3,10
336000,1240,3,7
415000,670,5,6
380000,1470,3,8
350000,1320,3,6
1320000,6110,3,11
765000,2440,4,8
527000,2900,3,8
524000,2310,5,8
448000,1110,3,6
775000,4100,3,9
176500,930,4,5
750000,2420,4,8
1265000,2870,5,8
250000,1480,3,7
759000,1960,5,8
640000,1470,4,7
990000,2460,5,8
395000,1960,4,7
275000,1160,3,7
390000,1910,3,8
752500,2720,4,8
450000,1020,4,6
473000,900,4,7
178500,1120,3,7
485000,2340,3,8
215000,1410,4,7
589000,1920,5,7
325000,1370,3,6
580000,1590,3,8
181100,1850,3,7
345000,1430,4,7
781000,1940,3,8
402500,1270,3,7
426000,1380,3,7
389000,1720,3,7
670000,4050,4,8
1506000,3660,3,10
288400,1870,3,7
700000,2230,5,7
830000,2020,3,8
1899000,3690,3,12
350500,1450,3,7
431000,1630,4,7
485000,1840,3,8
780000,1620,4,8
720000,1840,3,8
415000,1360,3,7
480000,2080,3,7
452250,2550,4,7
316000,2550,3,8
700000,1160,3,6
285000,1760,3,7
575000,1720,5,7
590000,2300,4,8
587500,2500,3,8
364000,1750,4,8
490000,1890,3,8
410000,1800,4,8
520000,2160,3,9
389000,1380,4,7
450000,1180,3,7
325000,2550,3,7
660000,1070,3,7
850000,2870,3,10
285000,1940,3,7
395000,870,4,7
440000,1550,3,7
249000,1400,5,6
635000,1210,4,8
515000,3430,3,9
1400000,3020,4,9
200000,950,3,6
1135000,3370,3,9
445000,1460,3,6
555000,1740,4,7
537000,1720,4,7
315000,1480,4,7
805000,3320,3,9
414000,3490,4,8
375000,1160,3,7
401000,3010,3,8
210000,1030,3,7
365000,980,4,7
178000,1990,3,7
710000,1790,4,7
255000,810,1,6
528000,2940,3,8
537000,4883,3,10
442000,1360,3,7
375000,1370,3,7
637250,2120,3,9
427500,1240,5,7
700000,2770,3,8
680000,1660,4,7
393820,1170,3,7
525000,2470,5,7
505000,1310,2,7
555565,1670,4,7
650000,1660,4,7
632500,3500,3,8
269000,1440,3,7
405000,2360,3,7
845000,3460,3,10
234000,1750,4,7
638000,1470,4,7
290000,1710,3,7
262000,520,5,3
270000,2350,3,8
875000,2380,4,9
299000,1920,4,8
551000,1580,5,7
350000,3070,3,7
1901000,2660,3,10
511718,1700,3,6
965000,5010,5,9
475000,2680,3,7
1062000,2720,5,8
252000,940,4,6
580000,3596,5,8
374950,1240,3,8
739000,4660,4,9
271000,1710,5,7
230000,930,3,6
210000,1430,3,7
350000,1650,4,7
491500,1560,4,7
325000,1870,4,7
190000,1320,3,7
658600,1400,4,7
299950,1940,3,7
464000,2000,3,6
308000,1640,3,6
625000,1020,3,6
240000,1630,4,7
530000,2940,3,9
1000000,2120,5,8
439000,790,3,7
575000,2020,4,6
418000,1530,3,7
1208000,3250,4,9
1100000,2930,5,9
1900000,3150,3,10
580000,2180,3,9
380000,1040,5,7
256000,880,4,5
349950,1400,3,8
691500,2600,3,7
556000,1590,4,7
218000,1610,4,8
425000,1390,5,7
935000,3710,3,10
732000,2360,4,9
805500,1440,4,7
507250,1400,3,6
800000,4600,3,10
600000,2100,4,8
627800,2010,3,9
660000,2550,5,7
153503,1240,3,7
456500,2090,3,7
1306000,2770,3,9
843500,3560,3,11
625000,1240,3,7
527000,1640,3,7
1965000,3940,4,9
1003000,3150,4,9
855000,2550,3,8
725000,3940,3,9
315000,580,3,6
180000,1330,3,7
700000,930,3,7
476500,1060,4,7
193000,1180,3,7
295000,1850,3,7
363000,820,4,6
875000,3600,4,11
257200,1850,4,7
555000,2240,3,8
380000,1860,4,7
282000,2390,3,7
545000,2040,3,7
550000,1900,3,7
921500,1900,3,7
885000,2200,5,7
820000,2280,3,8
289000,1090,5,6
334000,670,3,7
206000,1050,5,5
491950,2090,3,7
430000,2030,3,8
208000,1250,4,7
245000,2600,3,8
426000,640,4,6
400000,2120,3,7
553000,1330,3,7
296000,750,3,5
428000,2230,4,8
325000,1890,3,7
294000,820,5,6
410000,1880,4,7
590000,2360,4,8
445000,1850,4,7
921000,2310,4,8
496000,2520,3,8
95000,800,3,7
359000,1580,4,6
452500,2430,4,7
555000,2350,4,7
549900,3800,4,9
569000,3670,5,8
318500,1780,5,7
487028,1295,3,9
240000,1350,4,7
253000,1440,3,7
380000,1320,4,7
250000,700,4,6
368500,2510,3,9
340000,3180,3,8
400000,910,3,7
835000,1570,5,8
299000,2450,3,8
1675000,4910,5,10
265000,1570,3,7
437500,2680,3,8
865000,2090,3,7
626000,2150,3,8
247300,1140,3,7
2075000,4230,3,11
425000,1790,2,8
905000,3100,3,9
641250,2220,3,10
675000,2370,3,8
845000,4070,3,9
401500,1790,4,7
395000,1610,3,7
1100000,2830,5,7
145000,1010,3,6
900000,1560,3,8
374500,1330,4,7
850000,2330,4,8
490000,960,3,7
304000,1710,3,8
400000,2230,4,7
454000,1700,3,8
160000,1040,2,6
542000,1070,3,7
403500,3600,4,8
418000,2750,3,7
406000,1920,3,7
242500,1770,3,7
425000,2460,3,9
613000,1550,3,7
189000,1460,2,7
700000,2440,3,7
750000,1640,4,7
494000,1290,4,7
700000,3150,3,9
705000,2305,3,8
356000,1060,3,7
625000,2060,4,7
144975,900,3,5
970000,3890,3,11
415000,1910,3,7
485000,2340,4,8
799950,2900,3,10
783350,3290,3,10
430000,630,3,7
2544750,5410,4,10
975000,4270,3,10
950000,1700,3,7
350000,1430,3,7
637000,2850,3,8
895000,2160,3,10
579000,1760,5,7
314900,2700,3,7
122000,860,3,6
405000,880,5,7
553650,1360,3,8
369900,1770,3,8
225000,2030,4,7
160000,1180,3,6
449500,2430,3,8
650000,1300,4,7
542126,2360,3,8
309950,1200,3,7
115000,1000,3,5
221700,1556,4,7
726000,1890,4,8
515000,1810,4,7
756000,2730,3,9
1570000,3070,5,9
442000,2080,4,8
260000,1620,4,7
390000,1150,4,7
459500,1250,3,7
330000,1430,5,7
189000,790,3,6
280000,1200,4,7
400000,2110,2,7
368000,3160,5,6
390000,2700,4,8
245000,820,3,6
375000,1800,4,7
465000,1750,3,6
445000,1540,3,7
250000,1130,3,7
475500,1500,4,8
672324,1600,3,8
420000,1200,3,6
515000,1690,5,7
732350,2270,3,9
297500,1910,3,7
475000,1640,3,8
414000,2120,3,7
357250,1400,4,6
289950,760,4,6
550000,1070,4,6
446000,1460,3,7
279000,1280,4,5
370000,1650,3,7
216000,1260,3,6
1100000,2200,3,7
1280600,3560,5,8
355000,1140,3,7
699000,2550,3,9
412000,1553,3,8
276000,1140,3,6
100000,790,3,6
955500,2130,3,8
199000,1390,3,7
762000,4000,3,9
425000,1520,5,7
546000,1657,3,7
419600,1680,3,7
735000,2270,5,8
1234570,2470,3,11
445000,1240,3,7
665000,1740,3,8
1290000,4090,3,11
508500,2520,3,8
345950,1340,3,8
207500,1640,3,7
1075000,3000,4,8
640000,1210,4,8
329500,1810,4,7
460000,2200,3,8
1230000,2200,3,8
805000,2350,4,7
200000,1090,3,6
749700,2280,3,8
288000,1430,3,7
535000,1520,4,7
330000,1620,4,7
479200,1510,4,7
373000,3001,3,8
355000,2020,4,7
275000,1380,3,7
380000,1520,3,7
417000,1090,4,7
1165000,4220,3,11
598500,2520,3,10
629000,1760,5,7
226950,930,3,6
1225000,2600,4,9
415000,2180,5,8
595000,1910,3,8
209950,1100,5,6
568000,1760,3,7
119900,700,3,6
207000,1080,4,7
195000,1070,3,7
324950,1460,3,7
210000,1050,4,6
1078000,3160,3,9
325088,1400,3,7
790000,3120,4,8
150000,720,3,5
790000,2840,3,10
255000,1220,3,6
697000,2820,5,7
457500,840,4,7
690000,1610,5,8
967000,1860,3,9
980000,2260,4,9
619420,2450,4,9
389000,850,3,6
500000,1800,3,7
569000,1230,4,7
425000,2060,4,7
635000,2750,4,8
256500,1120,4,6
695000,3010,3,8
535000,1580,3,7
454200,2630,3,8
418500,790,3,6
749950,3110,4,9
338500,2130,3,8
1250000,4520,3,10
299950,1600,4,8
325000,1950,3,7
434000,2010,3,8
328950,2550,5,7
2095000,5340,4,10
570000,2000,3,8
802000,2170,3,8
525000,1550,3,7
700000,2790,4,8
350000,1980,3,6
277500,1190,3,7
1575000,3650,4,10
195000,1510,5,6
222000,1200,3,7
865000,2830,4,8
445000,1650,5,7
495800,1710,3,7
548500,1740,3,7
310000,1840,4,7
205000,1820,4,7
470000,3860,3,7
430000,1810,3,7
310000,1030,3,7
355000,1410,4,7
621500,2140,4,8
175000,1930,3,7
326000,1930,3,7
690000,1930,3,7
335000,2210,3,8
197000,1360,3,7
312500,1830,3,7
436000,2120,5,7
1015000,2700,3,8
805000,3160,3,9
652427,2770,4,8
1008000,2240,4,9
355000,2570,3,9
334550,880,3,7
557500,1820,3,8
277500,1660,3,7
300000,2200,3,6
325000,1640,4,7
402500,1650,3,7
461000,1420,4,7
540000,1270,3,7
385000,1070,4,7
480000,1060,3,7
539950,2190,4,8
529000,1940,3,9
417000,1300,3,7
405000,1330,3,7
299000,1940,4,8
299000,2100,3,7
372220,1290,3,7
494400,1560,4,6
280000,2630,3,7
277950,2100,3,7
770000,2070,3,8
760000,2960,3,10
230000,1300,3,7
525000,2520,3,9
307000,1150,3,7
253779,2030,3,6
405000,1880,3,8
360000,2320,4,6
521000,1050,4,6
680000,3030,3,9
355000,530,4,4
200000,1090,4,7
330000,2220,3,7
221000,1430,3,7
1598890,3780,4,11
310000,1560,4,6
862000,2220,5,8
200000,1140,3,7
630000,2540,5,7
432250,1440,3,7
478000,1570,4,7
249000,1860,3,7
495000,2440,3,9
630000,2100,4,7
550000,2150,3,8
350000,2440,4,8
270000,1930,3,7
488250,1830,3,7
248000,1850,3,7
889000,3210,3,9
375000,1090,3,6
933000,1870,3,7
625000,1920,3,8
328000,700,3,6
470000,3380,4,8
502500,2430,3,8
484000,1950,3,7
252500,900,4,6
610000,2060,3,8
419000,2180,4,8
322500,2140,4,8
563000,1730,3,7
464000,3140,3,9
870000,3010,4,10
280000,800,3,8
850000,3300,3,9
458950,1530,3,7
122000,760,3,6
525000,2450,3,7
286300,1000,3,7
218450,840,4,6
525000,1380,3,7
650000,1380,3,7
356000,2020,3,7
436500,1260,3,7
410000,1440,3,7
512500,1540,4,7
510000,1060,3,6
566000,1900,4,8
525000,2870,3,8
435000,1050,3,6
406500,1840,3,8
550000,3000,3,8
251000,1200,5,6
830000,1840,4,8
803000,2790,3,9
206000,970,4,5
200000,1070,3,7
219000,900,3,6
777000,2680,3,7
593700,2000,3,8
712500,1660,4,7
600000,1770,4,7
554663,1230,3,7
267000,1740,4,7
390000,1710,5,7
335000,2020,3,7
938000,2410,5,8
370000,2310,3,7
335000,2400,3,7
695000,3160,3,7
387500,1560,4,7
245000,1770,3,7
308550,1600,3,7
225000,1330,3,7
715000,2970,3,9
335000,1020,4,7
634000,2490,3,9
337500,1700,3,7
440000,850,4,6
350000,1250,3,7
400000,610,3,5
1288000,3700,4,11
435000,950,4,7
681000,3860,3,8
397000,1360,3,8
775000,3890,3,10
480000,1680,4,7
158000,1520,4,7
590000,2420,3,8
772500,3890,3,9
464500,2940,3,8
281000,1350,3,7
620000,2190,3,8
475000,2280,4,7
245000,1070,4,6
660000,2540,4,7
527500,2270,5,8
135000,1220,4,6
275000,1890,3,7
430000,1990,3,7
213500,1220,4,7
535000,2640,3,9
641000,1480,3,7
436300,2320,5,7
1440000,2410,3,8
830000,2090,4,8
380000,920,3,6
132500,850,3,6
179950,1130,3,7
188200,1260,4,7
659000,2090,4,7
317000,2020,3,7
625000,1970,3,8
350000,1820,3,7
750000,1840,5,7
457000,2100,5,8
632500,1770,4,7
223000,1110,4,7
610000,2090,4,8
385000,2080,4,7
367500,1400,3,7
385100,1060,4,6
230000,720,3,6
286000,1100,3,7
201700,1010,4,7
1350000,5230,3,11
525000,2420,3,8
361000,1200,3,7
530000,1950,3,8
455000,1870,3,7
421000,1310,4,7
640000,1520,3,7
240000,1270,3,7
360000,840,4,6
157340,900,2,7
1240000,3010,5,8
250000,1050,3,6
735000,3360,5,7
884900,5370,3,8
775000,2690,3,8
463000,1710,3,7
579000,1640,3,8
570000,4000,3,10
1060000,4140,3,10
375000,3140,4,8
422000,1320,4,7
866500,3080,3,9
705000,2500,3,10
470000,2520,3,8
360000,2350,4,7
795000,2570,3,8
800000,3100,3,9
2453500,4730,5,10
277284,1030,3,6
460000,1020,5,7
898888,2080,3,9
211000,1410,3,7
222000,1360,3,6
672000,2620,3,7
778000,2260,5,9
312500,1490,4,8
650000,2530,3,8
740000,3140,4,8
320000,1820,5,7
455000,1770,3,7
2450000,4430,3,10
500000,1490,3,8
325000,1790,3,7
416000,1710,3,8
495000,2070,4,7
549000,1140,5,7
589000,3930,4,8
194820,1100,3,7
405000,2260,3,7
625000,2260,3,7
205000,1130,3,7
345100,1950,3,8
200000,960,3,6
1905000,4210,3,11
524500,3430,3,7
598600,3470,3,7
367777,2140,3,7
750000,2520,4,7
575000,3550,3,8
84000,700,3,6
255000,740,4,6
1740000,3300,3,10
415000,1640,3,7
449900,2780,3,9
220000,1830,3,7
899000,3540,3,10
430000,1440,5,7
472500,2960,3,10
680000,3180,4,8
1650000,3310,3,10
810000,2390,5,7
605000,2460,4,9
522000,1630,3,7
759000,3490,3,10
411000,2500,3,8
286950,2080,3,7
440000,1290,3,7
149000,1700,3,6
284700,1700,3,6
374950,2540,3,8
816000,1180,3,8
533250,1520,4,7
689800,2390,5,8
775000,2740,4,8
702000,2190,3,8
160000,1350,3,6
255500,1350,3,6
949000,2980,4,9
169500,790,4,6
586000,2130,4,8
680000,2700,4,8
851500,3200,5,8
582500,1159,3,7
637000,3080,3,9
225000,1000,3,7
795000,2260,3,8
304999,2270,3,7
95000,760,4,5
240000,1420,5,5
772000,2500,4,7
245000,1450,4,8
430000,2500,3,8
799000,2210,5,8
880000,3020,3,9
750000,3290,3,9
2890000,5780,3,11
532000,1820,3,8
525000,2500,4,8
239000,1210,4,7
460000,1090,3,8
540000,1330,3,8
475000,890,3,7
445000,1360,3,8
1575000,4220,5,11
549950,3780,3,8
294950,2610,4,6
736000,1980,3,8
214946,1290,4,7
856000,3620,3,9
775000,2680,3,9
205000,1200,3,7
429592,1992,5,6
414250,1640,4,7
399950,1920,4,6
319990,1840,5,7
524000,1310,4,8
349950,1050,4,7
889000,2570,4,8
300000,930,5,6
395000,730,3,7
348000,1270,3,7
830000,1150,4,7
173000,820,4,7
585000,3000,3,7
576750,2220,4,7
495000,2500,3,7
216650,1540,3,7
615000,2750,3,8
675000,3130,4,8
510000,1430,4,8
630000,2680,3,8
359950,3010,3,8
265000,1530,3,7
210000,1240,4,6
367000,2260,4,6
1075000,2820,4,9
756000,3560,4,8
203000,1630,3,7
535000,2880,3,9
525000,2200,4,7
347500,1620,3,7
620000,1480,3,9
645000,2250,3,8
2200000,3540,3,10
280000,1790,4,7
432000,1400,4,7
790000,2390,3,9
635000,2400,5,8
442000,2050,3,7
490000,2640,3,7
250000,2320,5,7
1325000,2440,4,8
120000,1260,3,6
2950000,6240,3,11
325000,1930,3,7
210000,1200,3,7
215000,970,4,5
387000,1810,5,8
408000,1380,4,7
410000,1470,4,7
216000,1010,3,6
390000,1010,3,6
357000,1340,2,7
215000,970,4,7
265000,1122,3,5
589950,1670,3,9
440000,2840,3,8
248000,770,4,4
730000,2040,3,9
425000,3052,3,8
680000,2620,4,8
341500,3120,3,8
395000,1100,3,7
1225000,3410,4,10
695500,2510,4,8
308000,1680,3,8
422500,1960,4,7
418000,1040,4,7
385000,1750,4,7
876650,2170,5,9
450000,1639,3,8
418800,2100,4,7
330000,880,4,7
550000,1940,4,8
270000,2490,3,7
978500,2060,3,9
975000,2720,3,10
455000,2180,3,7
1415000,3600,3,11
220000,840,5,6
490000,2370,4,7
420000,2270,3,7
408500,2720,3,9
716000,1140,3,7
965000,2460,5,8
357823,1240,3,8
7062500,10040,3,11
425000,1670,3,7
711777,2220,4,7
335000,980,4,7
825000,1890,3,8
210000,1100,4,6
575000,2770,3,8
1208000,4250,3,10
431500,1370,3,8
475000,1480,3,7
1495000,3770,5,9
540000,2870,3,7
775000,3820,4,9
635000,1530,3,7
1300000,4120,3,12
405000,1590,4,7
210000,1520,3,6
880000,2350,3,9
239000,1370,3,7
515000,1540,3,6
1379900,3786,3,9
215000,1500,3,7
315000,1750,4,5
442500,1800,3,7
311000,1180,3,8
425000,830,4,6
433500,1540,4,6
450000,1610,3,8
675000,1990,4,8
535000,2070,3,8
577000,1760,4,7
480000,1740,4,7
400000,1950,4,6
304000,1280,4,6
355000,1460,3,7
998000,3770,3,10
550000,2410,4,8
550000,2410,4,8
210000,1400,3,6
317000,2100,3,9
700000,5360,3,9
265000,1000,3,7
700000,3150,3,9
1020000,4180,3,10
1145000,2840,3,8
460000,2110,4,8
410000,1660,3,7
665000,2160,5,7
600000,2420,3,9
502000,1920,3,7
364950,2310,3,7
680000,2330,5,7
235500,2340,2,8
576000,2590,3,8
405000,1410,3,8
335000,2850,4,8
122000,730,3,6
432000,1470,4,7
375000,2330,4,8
276000,2460,4,8
450000,2080,3,8
210000,990,1,6
279000,1450,3,7
635000,1340,5,7
350000,2730,3,9
218000,1140,4,6
750000,1950,3,7
310597,2000,4,7
355000,900,4,5
735000,3390,3,9
155000,720,3,6
354000,940,3,7
415000,1770,4,7
202000,590,4,7
580000,1980,3,7
1495000,3070,3,10
790000,3500,3,9
499900,2100,3,8
525000,2620,3,7
810000,2810,3,9
425000,2290,4,7
241250,1350,3,7
318700,2770,4,8
720000,2530,5,8
291000,1280,4,5
420000,1060,3,7
210000,1000,4,8
645000,3870,3,9
762000,3370,4,7
247500,2290,3,6
282500,1670,4,7
395000,1460,4,7
295000,1770,3,7
235000,820,4,6
770000,1900,3,8
559950,1870,3,8
639000,1840,4,7
314950,1590,4,7
525000,1640,4,7
2400000,3000,3,11
820000,2160,4,8
1385000,2490,4,8
521450,1290,5,7
760750,3190,3,9
759600,1540,4,7
346150,2140,4,8
390000,980,3,7
359950,2450,3,8
430000,1360,4,6
960000,4610,3,10
800000,7480,3,11
1010000,2860,3,9
290000,1810,3,7
1350000,2240,5,8
777000,3610,3,10
526000,1450,4,7
550000,1450,3,8
276000,1820,4,7
2500000,5620,4,11
325000,2080,3,7
365000,1780,3,8
2150000,4340,3,8
825050,2860,3,9
690000,2540,3,8
390000,1140,3,6
385000,1320,3,7
619000,2040,3,8
494000,1790,3,7
412450,1910,3,8
580000,1460,3,7
269900,1420,5,7
704300,1790,5,7
267000,1390,3,8
310000,1880,3,7
227064,1570,3,7
925000,2690,5,7
245000,1670,3,8
339888,1040,3,7
439000,1560,4,7
400000,1470,2,7
560000,2070,3,8
703011,1370,3,8
363000,1120,3,7
650000,2640,3,9
299950,1030,4,7
228950,1120,3,6
465000,1730,3,7
725000,2090,3,9
212500,920,4,7
526000,2970,3,8
383000,1720,3,8
244000,1460,3,7
565000,1540,5,7
373000,2850,3,7
300000,1310,3,7
405000,2430,3,9
979000,1700,4,8
324888,2160,4,8
445000,860,3,6
761000,2050,3,8
435000,1650,3,7
252000,1570,3,7
350000,1660,3,7
875000,1220,4,7
940000,1220,4,7
280000,1780,3,7
450000,2180,3,8
905000,3520,3,9
382450,2220,3,8
246700,1610,4,7
220000,1070,3,6
555750,1060,2,6
262500,1160,3,7
515000,910,3,7
499500,2970,3,9
135000,790,3,6
462500,1540,3,7
937500,3130,3,9
458000,1470,3,7
845000,3160,3,8
660000,2675,3,8
265000,1340,4,7
599999,3830,3,7
280000,1800,3,8
1055000,2990,4,10
875000,3720,4,9
125000,920,4,6
634800,3280,3,7
269950,1440,2,7
359950,1940,4,8
417000,1590,4,8
389000,1340,3,8
1038000,3770,3,11
698000,2680,5,7
685000,2820,3,8
198500,1520,3,5
350000,2560,3,8
649950,3310,3,8
441000,1540,3,7
462600,1430,4,8
365070,2506,3,7
550000,2250,5,7
470000,2740,4,7
340000,1540,3,6
910000,4190,4,9
405000,1690,3,7
661000,1990,4,8
635000,2410,3,9
282000,1150,3,7
235000,1720,3,7
277500,1260,4,7
346500,2020,4,8
480000,2240,3,7
360000,1930,3,8
245000,1820,3,7
625000,1560,3,8
750500,2170,4,8
525000,1600,3,8
740000,3760,3,9
523000,1240,4,7
292000,1090,5,8
625000,2740,3,8
700000,3110,3,9
399950,1610,3,7
545000,1880,3,8
339999,1740,5,6
1210000,3270,5,8
545000,1990,3,8
260000,1960,4,8
526000,1680,3,7
701000,2910,3,9
290000,1500,4,7
330600,580,3,7
550500,2540,3,7
430000,950,3,7
4000000,7080,3,12
260600,810,3,7
825000,4080,4,8
378950,1820,5,7
435000,2650,3,7
631000,1670,3,9
415000,2480,3,8
222000,1240,3,8
245000,1390,3,7
720000,2880,4,10
215000,1060,4,7
579100,1070,3,7
522500,1640,4,7
489000,1510,4,7
240000,1230,4,6
420250,1510,3,8
523000,3180,3,8
628000,2260,3,8
320000,1920,4,8
359950,1980,3,8
232000,1200,4,6
810000,2020,4,8
245000,2010,4,7
273000,1930,3,7
1191000,2710,3,8
438000,1950,4,7
400000,2110,4,8
340000,1250,4,7
552000,1380,3,9
790000,2050,3,8
360000,1800,3,8
235000,1310,3,7
775000,1010,3,7
489200,1850,5,7
341000,1750,4,8
335000,2154,3,8
393500,1230,3,8
360000,1960,4,6
400800,1070,3,6
585000,1450,3,7
1600000,3680,3,9
2880500,5760,4,12
300000,1220,4,7
1045000,2950,5,7
360000,1340,3,7
665900,2870,4,8
470000,2590,4,7
581000,2090,4,8
527000,3000,3,8
423000,1730,4,7
875000,2850,3,7
410000,1020,3,7
606000,2200,3,9
654000,3240,3,7
150000,490,4,5
373000,2990,3,7
550000,2450,4,7
512500,1900,3,8
360000,2640,3,7
369000,1340,3,8
825000,3220,3,9
255000,930,3,7
1285000,3240,3,10
270000,2630,4,8
480680,1730,3,8
525000,2120,3,8
291500,880,5,6
305000,1800,4,7
285000,1600,3,7
1875000,3280,3,11
329500,3290,3,7
1570000,2890,3,10
379260,1730,3,7
356000,1590,3,7
571900,1710,4,7
271500,1995,3,7
390000,1300,4,7
550000,2720,3,8
755000,1360,3,8
509500,1590,3,8
486700,1200,3,7
527500,1170,3,7
475000,2010,3,6
268000,1880,3,7
562000,3250,4,8
780000,2270,4,9
700000,3680,3,7
710000,1880,4,8
445000,1050,4,7
729000,2250,3,9
384400,1689,3,8
815000,2860,3,8
865000,2710,4,10
514000,1770,4,7
615000,2820,3,8
865000,3400,4,8
755000,3110,3,9
425000,1480,3,7
375000,940,3,6
750000,2680,3,8
722000,3190,3,9
1011000,1920,3,9
725000,2610,3,9
170000,1040,2,6
845000,2880,3,11
271900,1450,4,7
1300000,3902,4,9
261500,2460,3,8
619500,2170,3,9
435000,1970,3,7
210000,1000,3,7
489950,1580,4,7
260000,2130,3,7
300000,1370,3,7
530000,2150,3,8
235000,1370,4,8
593500,1370,4,8
562000,3290,4,8
585000,3190,3,9
2400000,4140,3,10
199500,1690,3,7
544500,1690,3,7
394900,1430,3,7
912000,1980,3,9
